Accident_ID,Year,Month,Day,HHMM,Lum,Localization,Type_of_Intersection,ATM_Conditions,Type_of_Colision,Postal_Adress,GPS_Coding,Deparment,Latitud/Longitud
201700000245,17,5,27,1745,1,2,1,1,7,Rue de Montdidier,M,600,"49.46147,2.48461"
201700000246,17,11,8,2000,3,1,1,1,1,,M,600,"49.46117,2.47615"
201700000247,17,3,3,1600,1,1,1,1,1,,M,600,"49.52285,2.93544"
201700000248,17,7,23,1015,1,1,1,1,2,,M,600,"49.53483,3.01587"
201700000249,17,10,13,1930,5,2,1,2,3,rue nationale,M,600,"49.49764,2.89809"
201700000250,17,11,30,1730,2,1,1,1,4,,M,600,"49.49445,2.85736"
201700000251,17,1,15,1230,1,1,1,1,4,,M,600,"49.3244,2.70079"
201700000252,17,1,16,1900,3,1,1,1,1,,M,600,"49.3592,2.96671"
201700000253,17,3,1,815,1,1,1,1,6,,M,600,"49.35635,2.87522"
201700000254,17,3,4,1830,2,1,2,2,5,,M,600,"49.35216,2.87901"
201700000255,17,5,18,1215,1,1,1,1,3,,M,600,"49.32198,2.71821"
201700000256,17,6,3,1915,2,2,1,1,7,26 Rue de la République,M,600,"49.36183,2.74906"
201700000257,17,6,11,2100,2,1,1,3,6,,M,600,"49.35336,2.87801"
201700000258,17,6,22,1000,1,2,1,1,1,rue du Général de gaulle,M,600,"49.3545,2.76201"
201700000259,17,6,28,2030,1,2,1,1,6,Rue Jean Lenoir,M,600,"49.34964,2.97967"
201700000260,17,7,1,1630,1,1,1,1,1,,M,600,"49.34908,2.88912"
201700000261,17,11,10,1730,3,1,1,2,1,,M,600,"49.3358,2.98864"
201700000262,17,1,9,1715,2,1,1,1,7,,M,600,"49.47492,2.7912"
201700000263,17,1,11,1415,1,1,1,1,3,,M,600,"49.40918,2.649"
201700000264,17,1,28,1500,2,1,1,1,1,,M,600,"49.46477,2.81096"
201700000265,17,4,12,915,1,1,1,1,6,,M,600,"49.42632,2.69145"
201700000266,17,8,9,1300,1,1,1,1,6,,M,600,"49.58995,2.71641"
201700000267,17,9,5,1100,1,1,1,8,3,,M,600,"49.37754,2.71113"
201700000268,17,9,5,815,1,1,1,8,1,,M,600,"49.51483,2.68826"
201700000269,17,9,10,1800,1,1,1,1,6,,M,600,"49.59959,2.67456"
201700000270,17,9,25,145,3,1,1,1,3,,M,600,"49.46427,2.76059"
201700000271,17,11,14,1800,3,1,9,1,1,,M,600,"49.40322,2.67595"
201700000272,17,11,21,645,2,1,1,1,1,,M,600,"49.45321,2.65298"
201700000273,17,11,25,1915,3,1,1,1,1,,M,600,"49.4499,2.78733"
201700000274,17,2,13,1400,2,1,1,2,2,,M,600,"49.5722,3.02945"
201700000275,17,4,4,115,3,2,1,2,6,12 rue de Nesle,M,600,"49.66047,2.91217"
201700000276,17,5,8,345,3,1,1,1,7,,M,600,"49.67747,2.99908"
201700000277,17,5,10,1415,1,1,1,2,7,,M,600,"49.64362,2.94538"
201700000278,17,5,28,1430,1,1,1,1,3,,M,600,"49.59079,3.10837"
201700000279,17,6,6,600,2,1,1,5,6,,M,600,"49.60661,3.01628"
201700000280,17,9,20,2145,5,2,1,1,6,rue de Paris,M,600,"49.7009,3.06255"
201700000281,17,4,10,1230,1,2,1,1,7,20 rue du golf,M,570,"49.4919,6.23834"
201700000282,17,5,15,2345,3,2,1,1,6,rue du fort,M,570,"49.41515,6.12031"
201700000283,17,10,8,1650,1,2,1,1,6,35 rue du Gal Patton,M,570,"49.40458,6.15672"
201700000284,17,12,27,1830,5,2,1,1,6,28 rue charles de gaulle,M,570,"49.40543,6.15256"
201700000285,17,1,16,1830,3,1,1,8,1,,M,600,"49.22127,2.56745"
201700000286,17,2,5,1900,3,1,1,1,6,,M,600,"49.19516,2.63286"
201700000287,17,2,12,1030,1,1,1,2,3,,M,600,"49.18469,2.64103"
201700000288,17,2,21,1000,1,1,1,1,1,,M,600,"49.24336,2.58496"
201700000289,17,3,13,1000,1,1,3,1,1,,M,600,"49.20812,2.57061"
201700000290,17,6,28,730,1,1,1,1,5,,M,600,"49.22538,2.58406"
201700000291,17,7,24,830,1,1,1,7,1,,M,600,"49.22543,2.58268"
201700000292,17,9,5,1530,1,1,1,2,5,,M,600,"49.21387,2.60401"
201700000293,17,2,10,1645,1,1,1,8,4,,M,600,"49.1784,2.23413"
201700000294,17,3,3,845,1,2,1,2,6,Rue de Lambervalle,M,600,"49.20173,2.27096"
201700000295,17,4,6,1600,1,2,1,1,6,rue de vigneseuil,M,600,"49.16904,2.23912"
201700000296,17,6,6,1700,1,2,1,1,1,Place Carnot,M,600,"49.16451,2.24044"
201700000297,17,6,18,2100,1,2,1,1,7,route de vigneseuil,M,600,"49.1691,2.23933"
201700000298,17,6,26,1745,1,1,1,1,3,,M,600,"49.19858,2.25972"
201700000299,17,7,31,1900,1,1,1,1,6,,M,600,"49.1901,2.25327"
201700000300,17,8,3,1415,1,1,1,1,3,,M,600,"49.17948,2.23702"
201700000301,17,9,23,1630,1,1,1,1,4,,M,600,"49.18242,2.25052"
201700000302,17,10,4,1845,1,2,1,1,3,rue de la libération,M,600,"49.175,2.28725"
201700000303,17,10,13,1630,1,2,1,1,1,rue d'anserville,M,600,"49.22831,2.23853"
201700000304,17,12,7,2030,3,1,1,9,1,,M,600,"49.18293,2.21625"
201700000305,17,12,14,1445,1,2,1,1,1,,M,600,"49.15638,2.24432"
201700000306,17,12,26,1115,1,1,1,1,3,,M,600,"49.19816,2.28214"
201700000307,17,2,19,1715,1,2,9,2,1,avenue de gouvieux,M,600,"49.17606,2.40691"
201700000308,17,2,2,1830,1,2,1,1,6,rue de la liberté,M,600,"49.24212,2.46982"
201700000309,17,5,5,1530,1,1,1,1,1,,M,600,"49.21251,2.43117"
201700000310,17,7,8,1530,1,2,1,1,6,rue de PARIS,M,600,"49.19407,2.46563"
201700000311,17,7,10,15,3,1,1,1,1,,M,600,"49.18952,2.45207"
201700000312,17,9,11,45,3,1,1,1,1,,M,600,"49.20071,2.47512"
201700000313,17,12,8,1000,1,1,1,1,3,,M,600,"49.22096,2.45452"
201700000314,17,1,8,1015,1,2,8,1,3,30 avenue de la gare,M,600,"49.09536,2.74403"
201700000315,17,3,15,530,3,1,1,1,7,,M,600,"49.16516,2.86011"
201700000316,17,3,29,1945,1,1,9,8,2,,M,600,"49.13554,2.79868"
201700000317,17,4,5,2315,3,2,2,1,3,Route de Meaux,M,600,"49.09143,2.7512"
201700000318,17,4,21,1700,1,1,1,1,3,,M,600,"49.09027,2.71162"
201700000319,17,5,8,1815,1,1,6,1,1,,M,600,"49.1488,2.81182"
201700000320,17,5,13,515,3,1,1,1,6,,M,600,"49.17215,2.6775"
201700000321,17,8,16,315,3,1,1,1,6,,M,600,"49.07832,2.72552"
201700000322,17,9,9,1915,1,1,1,1,1,,M,600,"49.15363,2.76973"
201700000323,17,12,2,1400,1,1,1,1,1,,M,600,"49.10006,2.73691"
201700000324,17,3,10,1645,1,2,1,1,3,RUE DU FONDS DU CHARRON,M,600,"49.28156,2.5302"
201700000325,17,4,11,1845,1,2,1,1,3,route de pont,M,600,"49.30798,2.70873"
201700000326,17,6,27,1230,1,1,1,1,1,,M,600,"49.22619,2.76746"
201700000327,17,7,29,1645,1,2,1,1,1,9 rue Maurice Choron,M,600,"49.30182,2.81275"
201700000328,17,4,27,2230,3,1,1,1,6,,M,760,"49.44659,0.97417"
201700000329,17,6,20,730,1,1,1,3,3,,M,760,"49.44652,0.97553"
201700000330,17,8,25,1400,1,2,3,1,2,,M,760,"49.48459,0.92369"
201700000331,17,5,16,1830,1,1,2,1,3,,M,760,"49.52182,1.14156"
201700000332,17,6,7,945,1,1,2,1,3,,M,760,"49.53037,1.11156"
201700000333,17,6,10,1530,1,1,1,1,3,,M,760,"49.53926,1.04115"
201700000334,17,8,22,1730,1,1,1,1,1,,M,760,"49.53999,1.04492"
201700000335,17,2,25,1115,1,1,2,7,3,,M,760,"49.83476,1.49418"
201700000336,17,4,2,1330,1,2,2,8,3,R DU CALVAIRE,M,760,"49.90822,1.21325"
201700000337,17,7,25,1800,1,2,1,1,3,"545, R ROBERT LEFRANC",M,760,"49.8775,1.22917"
201700000338,17,1,15,1330,1,2,2,1,3,,M,760,"49.75896,0.92525"
201700000339,17,2,19,445,4,2,1,4,7,ROUTE DE LA PLAINE,M,760,"49.81954,1.09049"
201700000340,17,2,21,1700,1,1,2,1,3,,M,760,"49.72865,1.08068"
201700000341,17,4,29,2245,3,1,1,1,6,,M,760,"49.83798,0.9197"
201700000342,17,7,14,400,3,1,1,1,6,,M,760,"49.8672,0.89227"
201700000343,17,7,19,1315,1,1,1,7,6,,M,760,"49.81355,1.0372"
201700000344,17,8,12,2345,5,2,1,1,6,rue des forrières,M,760,"49.79459,1.1161"
201700000345,17,9,28,1115,1,2,4,1,1,24 rue Jéhan véron,M,760,"49.86935,1.04957"
201700000346,17,4,19,1130,1,1,1,1,6,,M,760,"49.64966,1.26993"
201700000347,17,5,20,1800,1,1,2,1,3,,M,760,"49.62226,1.29727"
201700000348,17,6,15,1145,1,1,3,1,3,,M,760,"49.68667,1.35353"
201700000349,17,6,22,1300,1,2,1,1,3,205 CHE DU PETIT PARC,M,760,"49.60976,1.32337"
201700000350,17,9,16,915,2,1,2,1,3,,M,760,"49.67176,1.16561"
201700000351,17,1,16,600,3,1,6,1,6,,M,760,"49.34464,1.14846"
201700000352,17,3,10,1545,1,2,3,1,3,R DES PRES,M,760,"49.3894,1.22458"
201700000353,17,5,15,400,3,1,1,1,6,RTE DE PARIS,M,760,"49.37147,1.12656"
201700000354,17,8,31,730,1,1,1,1,7,,M,760,"49.35291,1.16956"
201700000355,17,9,22,1745,1,1,3,1,3,GRANDE RUE,M,760,"49.37767,1.16144"
201700000356,17,10,12,1350,1,2,1,1,2,route de Paris,M,760,"49.39474,1.18591"
201700000357,17,10,22,2030,3,1,1,1,6,D13,M,760,"49.35319,1.19527"
201700000358,17,12,8,1815,5,1,1,1,3,RTE DE PARIS,M,760,"49.37632,1.12563"
201700000359,17,12,15,1600,1,2,1,1,1,390 RUE ALEXANDRE SAAS,M,760,"49.39693,1.20195"
201700000360,17,1,6,1315,1,1,1,1,1,,M,760,"49.49978,0.89759"
201700000361,17,2,29,1830,2,2,1,1,3,"36, QU DE LA LIBERATION",M,760,"49.48204,0.87873"
201700000362,17,5,15,1900,1,2,1,1,3,"47, RTE DU TRAIT",M,760,"49.51079,0.81357"
201700000363,17,5,27,400,3,1,2,1,6,,M,760,"49.57352,0.72715"
201700000364,17,5,20,1930,1,2,1,1,2,avenue du Latham 47,M,760,"49.52458,0.73349"
201700000365,17,6,7,1200,1,1,1,1,2,,M,760,"49.43218,0.85844"
201700000366,17,6,23,1415,1,1,1,1,3,,M,760,"49.52731,0.75319"
201700000367,17,7,24,1630,1,1,1,1,3,,M,760,"49.56951,0.61911"
201700000368,17,9,24,1515,1,1,1,1,5,,M,760,"49.48819,0.88778"
201700000369,17,4,10,1545,1,1,1,1,3,,M,760,"49.50653,0.78414"
201700000370,17,7,2,600,2,1,1,1,6,,M,760,"49.48657,0.90123"
201700000371,17,7,15,2215,5,2,1,1,6,RTE DU HAVRE,M,760,"49.46878,0.85717"
201700000372,17,8,16,330,3,2,1,1,7,R DE LA FORGE,M,760,"49.46174,0.89127"
201700000373,17,8,16,1530,1,1,1,1,7,,M,760,"49.51592,0.86106"
201700000374,17,8,16,2045,1,1,1,1,6,,M,760,"49.46478,0.88628"
201700000375,17,4,15,545,3,1,1,2,1,,M,760,"49.66824,0.35993"
201700000376,17,5,8,845,1,1,1,1,6,,M,760,"49.71785,0.25441"
201700000377,17,7,18,1515,1,1,1,1,5,,M,760,"49.61748,0.29764"
201700000378,17,7,26,1945,1,1,1,1,3,,M,760,"49.69651,0.21991"
201700000379,17,7,30,1030,1,1,1,1,6,,M,760,"49.59716,0.20345"
201700000380,17,9,24,1745,1,1,1,1,1,,M,760,"49.61639,0.35075"
201700000381,17,5,26,1745,1,2,1,1,1,R DE CAUX,M,760,"49.65459,0.59595"
201700000382,17,8,8,1700,1,1,1,1,3,,M,760,"49.62464,0.51524"
201700000383,17,9,2,1945,1,1,2,1,3,,M,760,"49.60569,0.56057"
201700000384,17,10,1,1530,1,1,2,1,3,,M,760,"49.64474,0.63766"
201700000385,17,3,12,530,3,1,1,5,7,,M,760,"49.50178,0.42054"
201700000386,17,6,23,2100,1,1,1,1,6,Rue du hameau d'enfer,M,760,"49.53538,0.38191"
201700000387,17,7,12,730,1,1,2,1,3,,M,760,"49.4843,0.3575"
201700000388,17,7,16,1545,1,2,7,1,6,place anciens combattant,M,760,"49.52868,0.35878"
201700000389,17,8,14,1800,1,1,3,1,3,,M,760,"49.56592,0.34958"
201700000390,17,8,20,1500,1,1,1,1,7,RTE DE LA VALLEE,M,760,"49.50291,0.29689"
201700000391,17,9,10,730,2,1,6,1,6,RTE INDUSTRIELLE,M,760,"49.47906,0.26192"
201700000392,17,9,15,630,2,2,1,2,1,,M,760,"49.55414,0.29384"
201700000393,17,10,5,1745,1,1,1,1,3,D910,M,760,"49.52822,0.42099"
201700000394,17,10,13,1625,1,1,1,1,1,D982,M,760,"49.49701,0.26809"
201700000395,17,1,8,1715,3,1,1,1,3,,M,760,"49.70888,1.43345"
201700000396,17,4,20,2145,3,1,2,1,3,RTE DE MENONVAL,M,760,"49.78017,1.46597"
201700000397,17,8,16,1630,1,2,2,1,1,R DE DRINCOURT,M,760,"49.73169,1.43735"
201700000398,17,10,15,15,3,1,1,1,6,D24,M,760,"49.67773,1.4002"
201700000399,17,11,28,1530,1,2,1,7,6,"5, PL NOTRE DAME",M,760,"49.7317,1.44148"
201700000400,17,1,1,2130,3,1,1,1,6,,M,760,"49.77617,1.7693"
201700000401,17,1,13,1400,1,1,3,1,3,,M,760,"49.90947,1.66207"
201700000402,17,8,26,1200,1,2,3,7,3,55 R NATIONALE,M,760,"49.84874,1.56743"
201700000403,17,1,6,1800,5,2,1,1,6,,M,760,"49.64486,1.36369"
201700000404,17,9,23,1415,1,1,1,1,1,,M,760,"49.65037,1.535"
201700000405,17,11,8,1155,1,1,3,2,7,RD 1314,M,760,"49.6797,1.50475"
201700000406,17,11,24,1745,3,1,1,1,6,route de rouvray,M,760,"49.59846,1.51421"
201700000407,17,6,26,1000,1,2,1,1,3,,M,760,"49.54077,1.51571"
201700000408,17,9,4,2200,3,1,1,2,6,,M,760,"49.43517,1.54123"
201700000409,17,9,23,1400,1,2,1,1,3,"54, COTE SAINT AUBIN",M,760,"49.48526,1.70272"
201700000410,17,1,23,1545,1,1,2,8,3,,M,760,"49.63615,0.73549"
201700000411,17,4,3,1745,1,1,2,1,2,,M,760,"49.61307,0.78127"
201700000412,17,7,17,1030,1,1,1,1,3,,M,760,"49.64416,0.73368"
201700000413,17,8,22,1530,1,2,3,1,3,"31, R DES VICTOIRES",M,760,"49.61801,0.75264"
201700000414,17,10,16,1515,1,1,1,2,1,RD 6015,M,760,"49.61517,0.68899"
201700000415,17,10,28,1450,1,1,1,1,5,BD COMMANDANT SERGE BICH,M,760,"49.60517,0.76204"
201700000416,17,7,9,2300,5,2,1,1,3,"46, RTE DE SAINTE AUSTRE",M,760,"49.5885,0.96663"
201700000417,17,7,16,315,3,1,1,1,6,,M,760,"49.61963,0.90284"
201700000418,17,1,3,1100,1,1,1,2,6,,M,760,"49.59466,0.9753"
201700000419,17,1,31,1800,3,1,1,2,1,,M,760,"49.57951,0.95404"
201700000420,17,1,31,1115,1,2,1,2,1,R DES ACACIAC,M,760,"49.56403,0.95337"
201700000421,17,3,5,1630,1,1,1,1,3,,M,760,"49.60265,0.85573"
201700000422,17,7,10,1300,1,1,1,1,4,,M,760,"49.58021,0.89265"
201700000423,17,8,27,1715,1,1,1,1,2,,M,760,"49.56886,0.91393"
201700000424,17,10,2,1815,1,1,1,1,6,,M,760,"49.62776,0.96847"
201700000425,17,12,1,735,2,1,3,1,5,,M,760,"49.58687,0.88164"
201700000426,17,12,8,1710,2,1,1,1,6,,M,760,"49.58689,0.80073"
201700000427,17,12,12,815,2,2,1,1,3,R AUGUSTE BADIN,M,760,"49.53751,0.94127"
201700000428,17,1,16,1500,1,1,1,1,6,,M,760,"49.82368,0.88018"
201700000429,17,5,23,1730,1,2,1,1,1,,M,760,"49.80514,0.70871"
201700000430,17,1,31,845,1,1,1,2,6,,M,760,"49.77924,0.53182"
201700000431,17,2,12,730,3,1,1,2,6,,M,760,"49.73208,0.51465"
201700000432,17,3,23,1700,1,1,2,1,3,,M,760,"49.75725,0.51625"
201700000433,17,5,21,1345,1,1,2,1,3,,M,760,"49.6996,0.40732"
201700000434,17,9,24,1115,1,1,1,1,7,,M,760,"49.78091,0.56512"
201700000435,17,9,20,645,3,1,1,1,1,,M,760,"49.71466,0.60423"
201700000436,17,5,2,745,1,2,1,1,2,RD 67,M,270,"49.08885,1.28885"
201700000437,17,11,18,1345,1,1,1,1,6,,M,270,"48.90115,1.17226"
201700000438,17,1,13,730,3,2,2,2,7,RD 830,M,270,"48.95261,0.95125"
201700000439,17,1,13,1745,3,2,1,1,1,,M,270,"48.99949,1.10799"
201700000440,17,4,1,1500,1,2,1,1,1,41 B rue du Moussel,M,270,"48.99446,1.07753"
201700000441,17,6,11,1830,1,2,2,1,2,rue des fontenelles,M,270,"48.97287,0.95262"
201700000442,17,6,13,1745,1,1,1,1,1,,M,270,"48.95986,0.92666"
201700000443,17,7,15,2100,1,1,1,1,6,,M,270,"48.96412,0.90699"
201700000444,17,8,22,1245,1,2,1,1,2,Rue du General De Gaulle,M,270,"49.00917,1.094"
201700000445,17,9,1,815,1,1,1,1,7,,M,270,"49.0558,1.02447"
201700000446,17,9,10,1300,1,1,1,1,1,,M,270,"48.98797,1.05816"
201700000447,17,12,5,1230,2,1,1,8,3,,M,270,"48.96476,0.8582"
201700000448,17,3,12,1615,1,1,1,1,3,,M,270,"48.99283,1.15602"
201700000449,17,3,13,1815,1,1,1,1,7,,M,270,"48.97703,1.15854"
201700000450,17,4,10,515,3,1,1,1,6,,M,270,"48.9069,1.37832"
201700000451,17,5,5,2145,5,2,1,1,3,Allée des promenades,M,270,"48.89922,1.39307"
201700000452,17,6,26,1530,1,1,1,1,7,,M,270,"48.91072,1.30543"
201700000453,17,7,13,1830,1,1,3,1,3,route de saint andre,M,270,"48.99177,1.18533"
201700000454,17,7,15,1430,1,1,1,1,3,,M,270,"48.93516,1.16505"
201700000455,17,10,4,900,1,1,1,1,3,,M,270,"48.91801,1.4042"
201700000456,17,10,8,430,5,2,4,1,6,RD163/RD551,M,270,"48.8906,1.40325"
201700000457,17,9,27,830,1,2,1,1,6,04 rue d'Ezy,M,270,"48.89721,1.40638"
201700000458,17,10,13,515,3,1,1,1,6,,M,270,"48.90677,1.37901"
201700000459,17,12,22,2245,3,1,1,5,6,,M,270,"48.87239,1.2569"
201700000460,17,7,18,1745,1,1,2,1,3,,M,270,"48.82818,0.98403"
201700000461,17,8,12,715,1,1,2,1,3,,M,270,"48.77464,1.10551"
201700000462,17,8,30,1745,1,1,1,1,3,,M,270,"48.81734,1.12946"
201700000463,17,9,13,1800,1,1,1,7,1,,M,270,"48.8299,1.01848"
201700000464,17,12,2,900,1,1,1,1,6,,M,270,"48.78313,1.35294"
201700000465,17,4,24,730,1,1,2,1,3,,M,270,"49.01195,1.31348"
201700000466,17,5,30,1615,1,1,3,1,3,,M,270,"49.00919,1.4153"
201700000467,17,6,14,1445,1,1,1,2,1,,M,270,"49.01232,1.30131"
201700000468,17,6,30,1830,1,1,1,1,1,,M,270,"48.93578,1.45556"
201700000469,17,7,13,800,1,1,1,1,1,,M,270,"49.0005,1.31082"
201700000470,17,8,9,2130,2,1,2,1,3,,M,270,"49.01323,1.27074"
201700000471,17,10,21,1730,1,2,1,2,1,rue des hannebaux,M,270,"49.03043,1.36719"
201700000472,17,11,6,1445,1,2,1,1,6,9 rue des Moulins,M,270,"48.96527,1.33495"
201700000473,17,12,21,1600,1,2,8,1,3,RUE ALFRED DE VIGNY,M,270,"48.95992,1.41752"
201700000474,17,12,23,1800,5,2,2,1,3,rue des Coteaux de Pacy,M,270,"49.01996,1.39238"
201700000475,17,6,3,2300,5,1,1,1,3,,M,270,"48.99284,1.156"
201700000476,17,6,20,715,2,1,1,2,6,,M,270,"48.91072,1.30543"
201700000477,17,4,9,1515,1,1,3,2,7,,M,270,"48.87848,0.67328"
201700000478,17,6,24,915,1,1,3,1,3,route de conde,M,270,"48.81513,0.94283"
201700000479,17,7,8,845,1,1,2,1,3,,M,270,"48.7626,0.913"
201700000480,17,8,30,1500,1,1,1,1,7,,M,270,"48.89912,0.85153"
201700000481,17,12,2,715,2,1,1,5,7,,M,270,"48.88609,0.85037"
201700000482,17,12,17,1615,1,1,1,1,6,,M,270,"48.89555,0.85295"
201700000483,17,1,7,1900,3,1,1,8,3,,M,270,"49.17522,1.39104"
201700000484,17,4,24,715,1,1,2,1,3,,M,270,"49.05326,1.17735"
201700000485,17,5,28,2245,3,1,2,1,3,,M,270,"49.22688,1.34834"
201700000486,17,6,25,1745,1,1,1,1,7,,M,270,"49.25505,1.45447"
201700000487,17,7,9,1715,1,1,9,1,6,avenue de la republique,M,270,"49.24333,1.40482"
201700000488,17,8,22,2330,3,1,1,1,7,,M,270,"48.81734,1.12946"
201700000489,17,8,29,1800,1,2,9,1,6,50 avenue de la Républiq,M,270,"49.24481,1.40917"
201700000490,17,9,7,1815,1,2,1,1,3,avenue de la republique,M,270,"49.24367,1.40393"
201700000491,17,10,3,1830,1,2,1,1,4,RUE GENERAL DE GAULE,M,270,"49.24713,1.42398"
201700000492,17,11,15,745,2,2,1,2,1,RD316,M,270,"49.24839,1.42701"
201700000493,17,12,31,1730,5,1,1,1,1,,M,270,"49.24877,1.45984"
201700000494,17,1,31,1815,3,1,1,3,3,,M,270,"49.15227,1.53238"
201700000495,17,2,26,1630,1,1,1,1,6,,M,270,"49.08497,1.59213"
201700000496,17,6,17,1830,1,1,1,1,2,,M,270,"49.10365,1.56845"
201700000497,17,6,27,800,1,1,1,1,6,,M,270,"49.15649,1.57097"
201700000498,17,2,1,130,5,2,9,1,6,,M,270,"49.38648,1.30714"
201700000499,17,2,23,730,2,1,1,1,6,430 avenue de la gare,M,270,"49.32757,1.24945"
